id,longitude,latitude,gps_height,subvillage,status_group
7038,36.86922687,-3.33251743,1302,Nkoanekoli,0
38525,37.2214412,-3.23071456,1297,Nkoraya,0
28897,32.94324013,-9.15737657,0,Majengo,1
49425,38.24185013,-4.5737088,1827,Kilozea,0
18186,38.25474587,-4.4884292000000015,1657,Hotelini,0
66202,34.47029291,-9.05010233,1538,Wangamiku,0
69855,30.90038249,-1.22051669,0,Mshisha,2
21095,34.53288866,-8.96132968,1493,Mlimani,1
37069,33.77504221,-1.7219556,1215,Nyabiriza,1
28017,37.3644076,-11.43696261,372,Shuleni,0
36548,40.11121092,-10.47696549,95,Ludipe,1
6627,36.78656717,-2.54908975,1332,Buguruni,0
49037,34.59568838,-9.59471512,2183,Ilala,0
59968,34.99191796,-10.8996331,1260,Lazi,0
6317,38.9330136,-7.72362922,130,Kibiti Kusini,1
2998,33.26846143,-3.03492975,0,Jojiro,0
59579,33.03713719,-8.56904377,0,Mazizini,1
64282,37.14729526,-6.10734302,0,Mkambalani,1
33134,36.10748709,-7.56294108,1404,Uhominyi,1
30117,31.04705202,-5.06295148,1099,Mganza Kati,1
19227,37.35586703,-3.58712364,679,Kirungu,0
23839,38.83717436,-6.5892617,29,Shangweni,1
9384,32.848675199999995,-9.0326121,0,Mogege,1
66337,32.87758056,-9.055645599999998,0,Haidoya,1
53644,33.99329376,-1.85929393,1395,Matarura,1
38459,34.94801414,-5.94003047,901,Wezaa,1
14550,35.47786231,-7.45216747,719,Mlimani,1
16012,37.7979584,-6.95924369,361,Nemele,1
22864,36.05238201,-4.84760292,0,Barazani,2
43218,35.48536976,-7.77059334,1492,Mtakuja,0
4662,34.04268194,-8.84891979,0,Mwaladama,1
30049,34.72259738,-9.68808402,1969,Mhigiti,0
9307,32.73095745,-5.78889741,0,Ipole Kati,1
71180,0.0,-2e-08,0,Madukani,1
36988,0.0,-2e-08,0,Byuna,0
14463,39.00493684,-6.49052806,-16,Chaponda,1
8477,36.85548963,-3.51534839,957,Marurani Kusini,1
22546,38.90146433,-5.6327237,-39,Kipumbwi Mtoni,0
32641,36.22306415,-4.72776309,0,Kisondoko,1
18897,39.04979058,-7.02829096,82,Mtaa Wa Nzasa,1
38754,37.65323001,-3.90824693,997,Zahanati,1
509,35.01212766,-5.0165718,1255,Mtunduruni,1
40737,35.85615648,-3.25736763,1637,Fithal,0
12877,32.22546771,-3.25987142,0,Lwazeze,0
62560,31.61108489,-3.39575478,0,Majengo,0
44642,35.73416231,-2.1490822,1276,Digodigo Mjini,2
18204,35.86382427,-10.56261145,956,Madukani B,0
2524,37.34346487,-6.38211886,0,Bwawani,0
73852,33.60369219,-9.34821538,0,Mpuga,2
41972,34.96975162,-10.96927363,1345,Tope,0
65498,35.53295939,-9.93462499,819,Soweto,0
43054,39.74027983,-7.96930822,-30,Kiegeani,0
60125,37.14140568,-6.78017667,440,Uhindini,1
6738,33.52163677,-3.13375985,0,Ngokolo,2
25845,31.50135855,-8.05062863,1796,Zahanati Ya Kisumba,1
49550,33.60735588,-2.16142475,1158,Songambele,1
40363,32.24811189,-3.47925778,0,Mlange A,1
21839,35.18217955,-5.94707784,855,Mpuje,0
58999,30.03018804,-4.93737819,1091,Mazungwe,0
9990,30.59982072,-2.49645279,0,Nyakasozi,2
57013,35.54247456,-6.46196846,0,Muunga,0
17351,33.10873256,-2.12367041,1169,Nabuta,1
40557,36.82297609,-6.09744013,0,,0
54692,37.46023522,-6.31003003,388,Dibamba A,1
44954,39.74086577,-7.97069978,-27,Kiegeani,2
30641,37.38760203,-3.30371204,1091,Kirembeni,0
5542,33.44941168,-3.63797779,0,Ishimangila,1
61288,38.57995673,-6.8219959,56,Mwembengozi,0
7970,33.87982467,-3.16692307,0,Kabale,1
70954,36.83486235,-3.31204304,1552,Bondeni,0
56898,31.52436237,-2.82944845,0,Kikomakoma,1
13182,34.7077028,-1.68342501,1574,Gwitembe,2
21091,34.49435525,-9.76729953,1702,Makimba,0
45567,38.95325097,-5.47794865,48,Kisondo,1
68918,39.41269071,-6.9701166,15,Mwaninga,1
68171,31.12764458,-1.49583404,0,Nyabwegira A,1
23294,32.57503034,-3.87143896,0,Wigehe,0
71783,33.09958156,-1.96634495,1147,Irondo Mgharibi,1
52771,33.08243266,-3.82206631,0,Danduhu,1
51519,35.53837198,-4.40028405,1604,Ostabay,1
60412,36.91793483,-6.98757111,491,Kigunga B,1
38561,37.85119752,-7.19529326,127,Barani,1
26779,32.50989897,-9.16297212,0,Mzundu,0
39095,32.07685636,-4.02913282,0,Buganda,1
25651,32.71367799,-8.85738215,0,Makambini,1
71790,36.86928688,-6.30235004,1384,Shuleni,0
10134,33.18477116,-4.25375189,0,Nhonge Mashariki,0
13466,35.0538776,-11.04860451,1255,Mbangamao,1
59285,37.43943156,-3.37429,855,Mbuyuni,0
14668,31.51990704,-1.21338159,0,Bulinda,2
50084,35.86290512,-8.28147255,1800,Lisa,0
51266,31.17048163,-1.43356196,0,Kihanga Senta,1
26144,33.80449458,-9.47053552,0,Konjula,0
47722,37.10264323,-3.19882011,1252,Lomakaa,0
12421,35.74445475,-4.45332777,0,Puhi Chini,0
8843,29.64893441,-4.75687396,980,Katombo,0
138,33.6462395,-8.98618262,0,Isolola A,1
14754,39.49606469,-8.51033575,-51,Songosongo,1
26954,36.84831333,-3.48974665,959,Zaire,0
12276,34.70365911,-9.22346975,1943,Idunda,0
47387,37.56076491,-6.91271578,514,Changarawe A,0
52641,37.26146551,-3.20991013,1452,Namba Tatu,0
34820,29.75645035,-4.6190758,1563,Lamvya,0
56573,37.1586698,-3.33061558,946,Msikitini,0
13058,38.76843,-5.14605656,187,Gibandeni,0
73256,37.19302506,-3.3142569,1004,Dipu,0
16228,34.72491502,-8.83811585,1492,Majengo,0
6388,37.50030197,-3.45878982,710,Reli Juu,0
18222,30.1803817,-4.5919094000000005,1220,Nyangova,0
4558,32.84585826,-3.32110998,0,Inele,0
53754,0.0,-2e-08,0,Nangale,0
53251,35.59336533,-7.63184408,1330,Chapakazi,0
2973,33.3117341,-2.73106166,0,Shamalala,0
7074,35.81618791,-8.77257122,312,Songambele,0
58432,35.8576307,-10.56735465,921,Mabatini,0
21993,37.78846607,-7.05499309,313,Nige,0
41648,29.81832523,-4.88091032,909,Lugongoni,0
8566,36.89326177,-3.33900988,1281,Shuleni,1
28174,35.40716341,-3.77830021,1516,Bisinge,0
60669,30.98044402,-3.27289361,1220,Gezaulole,1
39003,36.68647720000001,-8.11575747,267,Shungu,1
12196,35.83847708,-6.23857946,0,Lusinde,0
48727,32.06402767,-8.68514407,1496,Kyafuma,1
42073,33.64539037,-9.30420567,0,Kinongwanongwa,0
50,0.0,-2e-08,0,Ulongoni,0
67473,32.7357999,-8.87409115,0,Iyunga,1
51453,36.46527662,-11.56680457,568,Magazini,1
64397,39.09081503,-10.94741357,280,Majengo,0
14302,31.11971335,-1.75768644,0,Nyaishozi,1
38548,35.60909254,-10.54627111,1088,Nakatete,1
45880,37.47024984,-5.37000973,0,Kwa Mtaazi,0
21541,36.66792238,-8.12106188,256,Lusapa,0
54718,33.31397109,-9.00915087,0,Nsambya,0
36036,37.07355026,-3.49813249,866,Naepo,0
7918,36.8532868,-3.36411858,1181,Magadirisho,0
12920,37.48417508,-3.25127568,1799,Lala,1
40908,33.6081081,-3.13243074,0,Gong'Homa,1
43036,31.96227557,-4.54290381,0,Sikimo,1
47917,37.04500684,-3.25285469,1186,Mwinuko,0
60497,31.51736196,-1.60111403,0,Rubale,2
25751,36.86628662,-3.17058558,1446,Olkungw'Ado,0
22095,33.68139765,-9.49334218,0,Soko,0
1790,39.21849923,-7.44198566,13,Sangarani Sokoni,1
4368,34.69865311,-9.26635923,1977,Shuleni,0
73829,35.67573645,-3.3149128,1552,Kati,0
11371,37.23078083,-3.20724588,1431,Nkwanamboo,1
43264,34.63983982,-11.06821362,474,Yungu,1
73362,35.46661606,-8.04334028,1744,Kibaoni B,0
31895,38.76401714,-10.37025354,376,Kilimanihewa,1
68396,36.82563572,-6.2641102,0,,0
67616,34.97089073,-8.55338173,1671,S,1
72661,37.43885884,-6.91143081,480,Vianzi A,1
15071,30.7328327,-2.67744763,0,Rulenge Mjini,0
54357,34.25956979,-3.01934364,0,Masanga,0
39982,37.77464855,-7.11071823,324,Mtombozi Kati,0
66020,34.33224128,-2.94890765,1399,Ngubu,0
26977,31.06290405,-3.15710926,0,Kalenge,0
42552,33.66029032,-3.67876663,0,Ngwangwele,1
13728,33.50251298,-3.42107954,0,Nyenze,0
39707,30.12994921,-4.2428144,1263,Kishiha,1
36330,0.0,-2e-08,0,Ikunguliamandege,0
22699,31.69635142,-1.45729468,0,Kyema,1
25042,39.53122066,-7.04607487,-4,Mumba,0
23265,38.88010404,-10.02432937,238,Ugogoni,0
13746,34.80332908,-9.47619877,2090,Galilea,1
64727,36.56750927,-6.4070851,0,Mwanjile,1
62430,35.75845762,-6.31404702,0,Water Aid,0
66272,33.39711655,-3.1018362999999995,0,Mwacheyo,0
18946,33.13260419,-3.23372744,0,Sanga,0
66674,38.62297186,-11.01255287,246,Mnazimmoja,1
54984,33.89266783,-9.64812128,0,Busona,1
11861,36.6863417,-8.43485023,327,Mahongole,0
42501,33.1405382,-3.06228806,0,Mwamhuli,0
60640,36.64908664,-3.23586499,1929,Shaudo,0
24736,38.97494164,-6.48650444,-27,Kasiki,0
52142,32.12839693,-5.0275376,0,Uswahilini,2
16227,39.00287549,-10.25190497,415,Matopeni,1
53604,38.62152773,-5.20004044,289,Mosko,0
1027,36.95708575,-11.31196436,690,Kawawa,2
11567,31.740920000000006,-8.18437871,1828,Kalole,1
39971,37.64983798,-3.67273373,1362,Mwira A,0
22151,35.84192539,-6.11900732,0,Mission,1
50786,31.55834339,-1.49828601,0,Kamshansha,0
7711,34.62389243,-4.09353562,1202,Mnadani,0
29966,38.56739613,-6.06962187,209,Kwa Luhande,1
14396,37.39856292,-3.45210362,716,Miembeni Street,0
47655,32.93909032,-5.24240609,0,Ipululu Senta,1
66778,40.13065538,-10.39071847,43,Mbawala Chini,0
64460,36.88766196,-11.4395239,538,Kitani,0
27330,33.94325872,-9.54496578,0,Iringa,1
47889,34.64654598,-9.3524698,2084,Igagala,0
16722,35.22958470000001,-8.22459961,1749,K,0
70728,33.7242894,-2.70242218,0,Madukani,2
66937,39.95189829,-10.71413964,134,Mkapa,1
5148,37.06596366,-2.92134033,1752,Kati,0
14623,36.12643411,-8.88391138,280,Charula,0
38049,34.99551336,-4.97834478,1276,Kikio,1
26726,34.94138775,-10.98459814,1578,Luwaita,0
68199,32.92700229,-2.49104641,0,1,0
18767,32.7645582,-4.84836522,0,Kabila Kati,1
35928,34.75873336,-8.64398693,1333,I,0
53823,34.98040763,-5.69284527,1074,Chambogo,2
53404,39.8108556,-10.72909253,191,Amani,1
14291,37.58615852,-3.24117113,1703,Kasese,0
9224,34.02218707,-1.61367632,1285,Ngerekwe,2
12906,0.0,-2e-08,0,Ibushi,0
39935,33.80579841,-9.17833074,0,Ipoma,0
54110,0.0,-2e-08,0,Ibilibishi,0
33015,0.0,-2e-08,0,Budenge,1
7714,34.56559264,-9.19738923,1973,Matanana,0
22596,36.66725016,-8.02572927,308,Nanganje,1
57654,34.43935336,-4.49192671,1457,Monele A,1
34545,33.23090356,-3.98794914,0,Bugesela,1
13318,39.27796889,-7.031355499999999,28,Kisemvule Mjini,0
36704,35.05456063,-11.04517681,1202,Mbangamao,1
25034,33.79725309,-3.52865133,0,Mwatambuka,0
65087,36.32094379,-2.8239004,1143,Madukani,0
17629,35.56170696,-8.30634932,1873,C,1
42688,36.8545568,-2.97799648,1184,Madukani,0
20059,33.13702118,-2.48615318,0,Nyangili,1
63979,31.84686752,-8.10849774,2199,Sale,1
45290,31.79512349,-7.98751656,2084,Lowe,1
49060,39.47553702,-9.52165666,17,Kiranjeranje A,1
31615,33.10178215,-2.50277734,0,Matale,1
17028,37.73647577,-3.95959199,1156,Msharabu,0
14593,35.181558,-5.96108317,852,Mpuje,1
53826,38.68726771,-4.8474688,383,Dukani,1
29956,31.40530213,-1.37748089,0,Omukihisi,1
66714,37.84715495,-4.22891524,868,Muhungani,1
56554,35.37319779,-7.65915302,897,Majengo B,0
34600,37.6106002,-3.23764752,1433,Tia Chini,0
58554,38.79356819,-5.13739903,168,Kwasahani,1
13431,32.8366726,-3.32325451,0,Zunzuli,0
28914,32.23993234,-4.65797774,0,Barabara 3B,1
72471,36.64642963,-3.32854699,1527,Leparumet,0
38822,31.59547976,-1.87206301,0,Bwoga,1
70808,32.0162338,-6.79680013,1152,Mapinduzi,1
57852,39.33514299,-10.65305534,435,Hospitali,1
180,37.30344453,-3.21845474,1456,Maseseweni Chini,1
45541,35.78610907,-7.41256392,1252,Luheko,0
31235,33.78632694,-8.72553045,0,Njia Panda,0
13697,33.81524165,-9.12598045,0,Kasanga,0
13365,37.59030649,-3.21498757,1644,Sondro,1
41001,31.98244718,-3.25318602,0,Kagera,0
16446,38.42104561,-4.6151431,1176,Mzashai,2
30597,33.68983259,-1.87707941,1239,Magundusi,0
40922,34.82474889,-5.74059845,1282,Mwembeni C,0
40980,36.67763037,-3.35208018,1441,Moikani,0
62590,29.87090061,-4.60830489,1084,Vona Kumsenga,0
55152,0.0,-2e-08,0,Bihashara,0
56516,35.83168682,-4.44599055,0,Sauna,1
49787,39.91991702,-10.25526635,-28,Sokoni,1
6314,37.27512203,-3.27916798,1108,Irua,0
30262,32.89480935,-8.92971553,0,Ivululu,1
12964,36.69901091,-8.12335286,255,Katindiuka A,1
57559,29.65305524,-4.78637256,914,Sanze,2
9849,34.66242347,-9.31528305,2065,Kitichi,0
4948,33.11171718,-2.04928638,1146,Bukindo Nkokolo,1
19000,37.77073937,-7.08691743,370,Mtamba Shule,0
36563,31.31046971,-7.95572591,1691,Juhudi,1
19073,37.93841023,-10.9198427,294,Mchangani,1
6825,37.478514200000006,-3.81958266,688,Njia Panda,0
71929,34.61846132,-5.17478469,1412,Muhintiri,0
58364,33.22085184,-2.60279664,0,Kisesa,1
15661,30.64580723,-2.5440936,0,Rusema,0
63797,39.04239118,-8.43149139,146,Nakindu,1
52895,32.73205377,-5.72600059,0,Kawale,1
42484,34.93053112,-9.01292876,1672,Ibiki Kati,0
52312,36.61286364,-6.34128707,0,,0
16174,40.11741854,-10.27984449,-30,Boma,0
64585,36.02625053,-10.71580987,852,Ndango,1
66303,35.28941064,-9.76301681,1492,Mapinduzi B,0
1829,36.97374778,-3.31678915,1167,Mareu Kati,0
19962,36.86382865,-3.3303189,1327,Nkoanekoli,1
9594,29.7053539,-4.74788809,1037,Mlege,1
15955,34.68187739,-5.06166692,1515,Junjuhu,0
55395,37.60247323,-9.92340253,841,Mandendenga,0
10152,32.759693199999994,-3.92887019,0,Ugagawi,1
37465,37.9751068,-4.493109,1612,Boyoyo,0
44858,38.95005102,-10.87094724,302,Sangamkuu,0
36331,37.91565541,-4.49282038,706,Mbuyuni B,0
66913,34.66688709,-11.11235203,501,Mapolomoko,1
52218,33.00396196,-1.84371106,1144,Bukesela,0
2908,33.45952344,-2.07297824,1179,Nyakasero,1
60189,36.76304844,-6.30020484,0,,0
58971,34.82130719,-11.10568685,1510,Makugulu 'B',2
44241,33.47232523,-3.42271024,0,Sayi,0
50596,31.46630546,-1.70001192,0,Kaiho,0
27138,37.15565006,-3.57387193,1108,Enguselo,0
53968,32.81794164,-3.2842428,0,Kakola,2
32153,32.83536158,-3.95345444,0,Wela Mashariki,1
4774,36.37169954,-8.78167796,346,Machonga,0
64997,37.23014128,-6.04606205,0,Chumila A,1
45505,36.71384514,-8.74511029,863,Makunganya,0
37587,39.33695999,-10.65638298,448,Nnunga,1
32151,37.6528922,-6.69468049,550,Cct,1
2266,30.67274541,-2.43375068,0,Mumunazi,1
72015,40.12594268,-10.24390891,-48,Samwange,1
6447,38.28819159,-4.782213700000002,1510,Bara,0
51304,33.91289115,-1.61593242,1274,Rugara,0
13194,31.50669908,-7.61971639,822,Kikoko,1
23601,33.85455176,-9.61548606,0,Mwigo,1
1911,30.33841287,-5.59325002,1164,Barabara 3,2
40378,39.40961317,-6.8763401,-28,Mwera,0
36377,35.87697969,-5.89104081,0,Juhudi,2
73497,0.0,-2e-08,0,14Kambalage,0
58195,34.02024199,-1.90193097,1418,Mahakamani,0
7888,39.76116348,-10.87863575,130,Nang'Awanga,1
16089,32.886404,-8.91365221,0,Lwati Kati,1
31466,36.093538,-6.68763252,0,Isalaza,1
1190,37.61094106,-3.14455387,1403,Mrere,1
54941,31.50032041,-3.32825322,0,Buganzu,0
69495,37.37611393,-3.25603003,1413,Shimbwe Kati,0
22844,32.55357358,-3.44847446,0,Nundu Center,0
218,34.09655595,-3.72538852,0,Mshikamano,0
27253,30.78938936,-2.38047621,0,Mtega,1
67692,37.34736932,-3.36546011,776,Kaloleni Street,0
18492,33.06196,-2.45014147,0,Nyashitundu,1
9599,32.36360951,-3.42053427,0,Ngongo,1
43802,36.82385559,-3.32729725,1500,Metto,1
1225,31.83235453,-8.17641723,2028,Mlinga,1
73926,31.51779144,-3.3476419,0,Kabuhima,1
30884,34.73331868,-9.6917395,2005,Mfalasi,0
26211,38.30665447,-6.12730262,326,Togo,1
29350,32.98393225,-2.47040852,0,1,1
18003,36.95232854,-7.70354259,258,Kidatu A,0
51744,33.80875759,-9.60777052,0,Isaki,1
55976,35.98255926,-5.06110317,0,Uganda,1
57366,34.22415713,-9.36355004,1959,Gongoti,0
57720,39.20993495,-7.23970334,48,Mahiga,2
67243,37.58395269,-3.15555844,1665,Amrushu Mamba,1
29297,37.52468061,-3.29664103,1279,Kishingoni,1
17120,29.87043143,-4.63423544,1055,Nyangamba,0
74151,32.46209515,-5.01931553,0,Msiga,0
19560,38.47360134,-10.3730254,373,Umoja,1
45721,37.57489002,-5.43489647,0,Misheni,0
35953,38.71300044,-6.88474177,62,Vihingo,0
63037,34.35903834,-9.27983136,2361,Ikoo,0
23918,33.49875797,-3.62686198,0,Ibadakuli,0
42270,32.4884858,-2.37207122,0,Bugango B,1
53662,34.54096096,-9.12398666,1631,Lungemba,0
39585,35.21465404,-9.25905855,1600,Magwale,0
26532,31.49939228,-1.77437739,0,Rwamulya,1
35641,33.75356089,-1.79147169,1196,Kisambogo,1
13456,37.22938102,-3.23046895,1306,Mwana,0
9826,38.46842263,-4.9340887,1219,Kwebulu,0
69642,32.79573807,-3.89502661,0,Itumbili,1
62150,34.02154897,-8.85592017,0,Stendi,1
33012,30.52800586,-2.79435926,0,Kavumvu,0
34743,37.59622749,-3.1805349,1539,Kileu,1
17503,30.6510153,-1.27427639,0,Kahire,0
64658,30.97489468,-1.7554212,0,Omukashorelo,1
23059,36.9218289,-6.96039601,484,Majengo,1
15706,34.13165965,-9.31777172,2273,Kilovoko,0
32388,35.11619494,-8.67269832,1875,M,1
57458,37.24258444,-6.56012924,0,Mambegwa B,0
37123,37.26637071,-3.1962774,1572,Namba Moja,0
35591,34.68044348,-9.24759951,1968,Idopedope,0
38154,36.05137925,-4.87726845,0,Kati,2
28938,32.91760752,-1.95577388,1162,Chemba,2
38475,34.83409146,-5.73958832,1303,Samaria C,0
73569,34.7591591,-5.07449747,1514,Kipumbuiko,1
22601,33.89295262,-9.63845823,0,Bugoloka,1
61099,29.74970535,-4.49104206,1667,Msasa,0
68623,33.88945761,-9.27728958,0,Sanu,0
65279,34.55168232,-9.00863912,1633,Lusaka,2
38823,37.618253,-3.08963313,1427,Kiseni,1
47767,33.510593300000004,-3.88250583,0,Ingongh'Olyalushu,1
3529,35.90486393,-6.33668742,0,Lusinde,0
40099,38.66654068,-5.8056756,60,Chamwino,1
41114,37.29720515,-3.21974637,1444,Omarini,1
59791,38.30948757,-4.4295774,486,Mkundi,1
22413,37.12515852,-6.6891587,440,Muungano,2
5816,34.82564066,-4.51601738,1496,Uwt,0
17488,34.58459793,-9.30287273,2076,Uvangu,0
55878,38.38223077,-6.2739231,202,Funta,0
9039,38.42592332,-7.84063052,17,Nyaminywili,0
32038,34.68681421,-1.85710553,1610,Mugumu,0
22334,30.491923600000003,-3.67668207,1269,Ntabo,0
45745,34.37431111,-1.57848853,1202,Besurura,0
48347,33.88411043,-2.00836395,1289,Majengo,2
28640,35.01892959,-8.23557929,1458,I,0
59011,34.48031305,-9.35412315,2172,Mji Nwema,0
37593,33.54900324,-9.25802912,0,Ngana,1
33358,33.94586611,-1.37492072,1151,Nyansona,1
43581,35.65762973,-10.69801485,1068,Ruvuma Juu,1
25280,37.21865510000001,-3.27703608,1131,Nyama,0
60557,33.60310447,-8.89322748,0,Mtaa Namba Nane,0
2165,37.21282107,-3.21971314,1342,Kishale,0
19125,34.26404229999999,-1.71891471,1289,Nkongore,0
17968,37.95424689,-4.37967828,1529,Kazita,0
21603,34.62298131,-9.97316639,1341,Mkwegidoto,0
22405,36.71964421,-3.35118671,1529,Ngoilenya,0
28865,34.98257279,-9.28622199,1706,Ikombe,0
19791,30.48955409,-2.83381163,0,Mtakuja,0
8537,33.519100800000004,-3.296209,0,Bugoro Asili,0
2736,32.35878058,-4.06738916,0,Ngokolo B,1
63397,34.55060478,-4.96636425,1339,Mighisui,1
51230,32.73542997,-2.84338258,0,Nduha,0
29208,37.0893173,-6.78542797,453,Msikitini,2
45080,36.95366414,-11.31397193,685,Umoja,2
17176,0.0,-2e-08,0,Mwamganda,0
60778,29.82283747,-4.87353584,888,Msunuzi,2
29356,38.97260566,-5.37951181,43,Mwembeni,1
67922,34.80835334,-9.05205139,1797,Mtoninganga,0
59005,38.60899227,-10.58650243,450,Matatizo B,2
38835,36.16380402,-2.86776562,1780,Mooton,1
68479,39.06043906,-5.29490651,-19,Kigombe Mashariki,0
7456,35.52890916,-3.79541124,1735,Sangariani,0
31567,31.51768178,-3.01901093,0,Izugwabageni,0
73139,34.65624962,-9.63904513,2154,Mchabachaba,0
2962,33.15015788,-5.32874603,0,Tambukareli Senta,1
70390,33.83232425,-3.74243861,0,Ishigwandama,0
25732,32.92014213,-8.60771407,0,Magamba,1
25584,34.61643256,-11.02584643,489,Chiwonde,1
29372,32.14133665,-5.02673354,0,Uswahilini,1
40921,36.78752377,-2.55336983,1316,Buguruni,0
69444,30.03494217,-4.77359054,1277,Sanze,1
35104,34.94768795,-9.41867534,1649,Yeriko,0
68589,29.73502252,-4.74800985,989,Kizenga Kati,2
70574,34.10496846,-1.2791405,1254,Randa,1
22063,34.61586985,-9.97199358,1417,Ituni,1
2108,32.92788098,-8.79301119,0,Hasamba,0
52855,38.70911525,-5.10740202,186,Michenzani,0
33982,38.25065521,-10.23819371,302,Kamanyora,1
44238,33.02030487,-4.94955958,0,Simbo 2,1
16946,38.36251544,-4.754680400000002,1522,Kwelugogo,1
40546,36.41468322,-2.43695453,1623,Alakirikir,0
3704,38.32655993,-4.4528208,1303,Mbalamo Kaya,0
23976,39.05846426,-5.29294625,-23,Kigombe Magharibi,0
14030,0.0,-2e-08,0,Bubada,0
71926,38.23650075,-7.77357483,18,Kwangwazi,1
26993,38.82912191,-7.13643344,303,Kati,0
29288,36.89628334,-3.3949962,1123,Tanesco,0
46904,35.61665605,-5.65278856,0,Chamwi,0
45759,37.55665245,-3.54410644,723,Majengo,0
46124,34.03974299,-1.17224738,1206,Ngasala,1
35526,34.81251134,-4.55601072,1538,Amani,0
15484,38.30266849,-4.8338252,1311,Kishewa,0
47188,37.1189155,-3.18616805,1400,Kishona,0
71479,39.62085611,-10.76165632,228,Majaliwa,0
68457,35.70278339999999,-10.49517079,1015,Kichangani,0
19848,0.0,-2e-08,0,Bukwaya,2
12791,38.85928977,-6.73835516,86,Bamba,0
68038,32.99561254,-8.54488345,0,Magunga,1
59639,33.26048793,-2.55771005,0,Mbuga B,0
25851,37.58570755,-3.05186761,1625,Mriyai,0
9996,33.1247981,-9.46403384,0,Kabwe,0
2071,36.74842269,-3.0799855,1417,Engutukoit,2
30602,34.52443886,-5.65030239,1325,Utaturuni,1
55382,33.83350018,-9.21435364,0,Mbigili,1
63034,31.52575842,-3.33613465,0,Uyovu,0
40286,36.6523356,-8.14224444,259,Mahutanga B,1
14809,38.91060324,-6.47028593,-12,Ukuni,0
10114,34.56622829,-8.83769097,1365,Kati,1
24880,38.47024666,-4.9368663,1262,Kiwanda,1
64041,38.29645491,-7.79176239,11,Mibuyu Saba,1
56010,37.63975704,-3.36631573,876,Shuleni,0
14732,39.09497273,-6.63979441,53,New City,0
37029,37.29776933,-3.43710448,756,Mabatini,0
576,36.66106992,-8.14134724,256,Mnola,1
6032,39.73788367,-7.97306368,-32,Kiegeani,0
46132,35.80254106,-10.45127827,1042,Ruvuma A,0
8197,31.672402500000004,-2.53278276,0,Nyambiti,0
21550,30.86154047,-3.16028694,1605,Magewezi B,1
56307,30.78542705,-2.47765326,0,Nyamahawa,0
25246,30.95648758,-1.22630607,0,Lukono,1
40511,37.66137849,-6.1330912,346,Kunke Mnazi Mmoja,0
66411,35.34034583,-4.00042611,1962,Yaeda River,1
7805,38.66480694,-5.80463404,73,Sokoni,1
40790,38.36593094,-4.8527345,1236,Bagamoyo,0
42290,31.17834591,-7.84891614,1687,Godown,0
30043,31.12406713,-1.70389635,0,Omurwele,0
43058,29.67365209,-4.7694397,969,Bwelu A,2
29982,38.90596271,-6.72427232,85,Simbani,2
50020,33.96440665,-9.48905272,0,Lusungo,0
29065,30.01262615,-4.34007564,1304,Kigunga,0
70972,33.80416343,-1.59500622,1269,Central,2
53636,37.13075176,-6.33120413,0,Shuleni,1
4745,37.97562024,-4.48835398,1598,Mweteni,1
64471,36.56376183,-5.30186505,1557,Kaloleni,2
52913,37.93554364,-4.39149489,1736,Vuliva,0
42715,33.09722271,-2.09416802,1182,Kenonzo,0
49806,39.08049538,-7.00192764,73,Mtaa Wa Lukooni,0
63148,0.0,-2e-08,0,Laini B,0
59388,30.99562943,-1.71859277,0,Kafulo,0
39909,34.70880548,-1.83577618,1594,Mtukura,1
12748,37.89036584,-4.44010498,771,Saweni,2
57622,35.8845689,-2.13455035,1209,Jema,2
20477,36.6902482,-3.32811046,1588,Ieletulele,0
70561,39.4662651,-9.49061151,53,Mtandi,1
22129,36.70600778,-6.64561989,686,Reli,1
37575,37.03619428,-7.05681628,435,Mkochini,2
12770,38.89673146,-5.21109724,80,Tononoko,1
48545,34.61726592,-11.03326898,484,Chiwonde,1
57568,36.0260709,-4.95031718,0,Itamya,1
12819,38.35082683,-6.63837574,172,Magwila,0
19597,33.20998399,-2.59077065,0,Kisesa,0
9524,35.48001935,-7.45156224,745,Mlimani,1
50583,37.38170083,-3.33206178,907,Kitahie,2
31436,32.88457257,-1.93773675,1183,Muluherere,1
36928,36.67448467,-8.29966535,280,Manjore,2
7858,34.08166677,-8.78333185,0,Lugelele B,1
23818,35.22221388,-9.26347589,1598,Ujenzi,0
45436,33.01127246,-9.27944276,0,Mpanda Kati,0
52259,36.66151737,-8.14281939,246,Mnola,0
26794,37.43202935,-3.39338155,762,Kiuo B,0
15773,0.0,-2e-08,0,Sweya,1
63824,34.10144574,-3.09161886,0,Maganju,0
62499,38.1273252,-6.76101932,191,Ngerengere Kusini,0
61905,36.78879268,-3.44000991,1104,Mlangarini Kati,0
45509,35.60665627,-3.42498632,1401,Kati,0
27163,35.30864860000001,-9.77043269,1516,Ganga A,0
62142,38.35255764,-10.89198792,398,Kisumu,1
40415,30.53225652,-2.56946278,0,Mukibungere,0
17883,37.79937264,-7.37768883,149,Dutumi,0
3054,37.14845813,-3.19050386,1601,Urereni,0
37695,38.89455621,-9.85507507,121,Cheleweni,0
8175,38.96156181,-5.24421188,80,Mapojoni Kati,1
64160,34.42327855,-4.47673112,1436,Itunda,1
47266,30.21291449,-4.62209627,1165,Nyabuyange B,2
